"ug","contrato_ano","objeto","situacao","estagio","processo","fornecedor",data_inicio_vigencia,data_fim_vigencia,valor,"download"
"AGêNCIA ESTADUAL DE MEIO AMBIENTE","001/2024","1.004 GÁS ENGARRAFADO",,"EM EXECUçãO","29/2023","33965309000175 - J M VIEIRA COMERCIO DE GAS E AGUA",2024/03/01 00:00:00.000,2025/02/28 00:00:00.000, 7860.0,"http://web.transparencia.pe.gov.br/contratos/849/LICON_Contrato_849_2024_001_1365165.pdf"
"AGêNCIA ESTADUAL DE MEIO AMBIENTE","002/2024","2.062 PASSAGENS E DESPESAS COM LOCOMOÇÃO",,"EM EXECUçãO",,"9480880000115 - BRASLUSO TURISMO LTDA - EPP",2024/02/15 00:00:00.000,2025/02/14 00:00:00.000, 150000.0,"http://web.transparencia.pe.gov.br/contratos/849/LICON_Contrato_849_2024_002_1360552.pdf"
"AGêNCIA ESTADUAL DE MEIO AMBIENTE","003/2024","2.099 SERVIÇO",,"EM EXECUçãO",,"11457039000159 - GESTÃO DE TERCEIRIZAÇÃO EM SERVIÇOS SELEÇÃO E AGENCIAMENTO DE MÃO-DE-OBRA LTDA",2024/03/01 00:00:00.000,2025/02/28 00:00:00.000, 461999.44,"http://web.transparencia.pe.gov.br/contratos/849/LICON_Contrato_849_2024_003_1367117.pdf"
"AGêNCIA ESTADUAL DE MEIO AMBIENTE","004/2024","1.001 GÊNEROS ALIMENTÍCIOS",,"EM EXECUçãO",,"22553731000105 - A S DE LIMA COMERCIO-EPP",2024/04/01 00:00:00.000,2025/03/31 00:00:00.000, 19755.0,"http://web.transparencia.pe.gov.br/contratos/849/LICON_Contrato_849_2024_004_1377955.pdf"
"AGêNCIA ESTADUAL DE MEIO AMBIENTE","005/2024","2.002 LOCAÇÃO DE BENS MÓVEIS EM GERAL",,"EM EXECUçãO",,"11897590000113 - WC LOCAçãO E SERVIçOS LTDA.",2024/04/01 00:00:00.000,2025/03/31 00:00:00.000, 65499.96,"http://web.transparencia.pe.gov.br/contratos/849/LICON_Contrato_849_2024_005_1401759.pdf"
"AGêNCIA ESTADUAL DE MEIO AMBIENTE","006/2024","2.099 SERVIÇO",,"EM EXECUçãO",,"21179250000100 - SHALON SERVIÇOS DE CONSERVAÇÃO LTDA",2024/04/01 00:00:00.000,2025/03/31 00:00:00.000, 157043.29,"http://web.transparencia.pe.gov.br/contratos/849/LICON_Contrato_849_2024_006_1396090.pdf"
"AGêNCIA ESTADUAL DE MEIO AMBIENTE","007/2024","2.099 SERVIÇO",,"EM EXECUçãO",,"126621000116 - TRANS SERVI TRANSPORTES E SERVIÇOS LTDA ME",2024/03/28 00:00:00.000,2025/03/27 00:00:00.000, 36300.0,"http://web.transparencia.pe.gov.br/contratos/849/LICON_Contrato_849_2024_007_1393743.pdf"
"AGêNCIA ESTADUAL DE MEIO AMBIENTE","008/2024","2.099 SERVIÇO",,"EM EXECUçãO","20/2023","46371433000154 - LUCIA MARIA TEIXEIRA DE MENEZES",2024/05/22 00:00:00.000,2025/05/21 00:00:00.000, 2844.0,"http://web.transparencia.pe.gov.br/contratos/849/LICON_Contrato_849_2024_008_1409178.pdf"
"AGêNCIA ESTADUAL DE MEIO AMBIENTE","009/2024","2.099 SERVIÇO",,"EM EXECUçãO",,"4410021000136 - GEOSOLOS CONSULTORIA PROJETOS E SERVIÇOS LTDA",2024/05/08 00:00:00.000,2025/05/07 00:00:00.000, 450000.0,"http://web.transparencia.pe.gov.br/contratos/849/LICON_Contrato_849_2024_009_1402740.pdf"
"AGêNCIA ESTADUAL DE MEIO AMBIENTE","010/2024","2.099 SERVIÇO",,"EM EXECUçãO",,"10998292000157 - CENTRO DE INTEGRACAO EMPRESA ESCOLA DE  PERNAMBUCO",2024/05/14 00:00:00.000,2025/05/13 00:00:00.000, 289560.0,"http://web.transparencia.pe.gov.br/contratos/849/LICON_Contrato_849_2024_010_1405725.pdf"
"AGêNCIA ESTADUAL DE MEIO AMBIENTE","011/2024","2.099 SERVIÇO",,"EM EXECUçãO",,"11078681000127 - ARMAZÉM 21 COMÉRCIO E SERVIÇOS EIRELLE ME",2024/06/03 00:00:00.000,2025/06/02 00:00:00.000, 25000.0,"http://web.transparencia.pe.gov.br/contratos/849/LICON_Contrato_849_2024_011_1412928.pdf"
"AGêNCIA ESTADUAL DE MEIO AMBIENTE","013/2024","2.077 OUTROS SERVIÇOS DE INFORMÁTICA",,"EM EXECUçãO",,"1554285000175 - CERTISIGN CERTIFICADORA DIGITAL S/A",2024/06/25 00:00:00.000,2025/06/24 00:00:00.000, 1606.74,"http://web.transparencia.pe.gov.br/contratos/849/LICON_Contrato_849_2024_013_1421593.pdf"
"AGêNCIA ESTADUAL DE PLANEJAMENTO E PESQUISAS DE PERNAMBUCO","001/2024","2.001 LOCAÇÃO DE IMÓVEIS",,"EM EXECUçãO","661/2023","4809727000175 - ÁGIL - AGILIDADE COMERCIAL, REPRESENTAÇÕES E PARTICIPAÇÕES S/A",2024/02/01 00:00:00.000,2029/01/31 00:00:00.000, 2199899.4,"http://web.transparencia.pe.gov.br/contratos/852/LICON_Contrato_852_2024_001_1364561.pdf"
"AGêNCIA ESTADUAL DE PLANEJAMENTO E PESQUISAS DE PERNAMBUCO","002/2024","2.075 SERVIÇOS PRESTADOS POR PROFISSIONAIS COM HABILITAÇÃO ESPECÍFICA",,"EM EXECUçãO","5/2024","24832182000125 - RBO CONSULTORES E AUDITORES",2024/02/01 00:00:00.000,2024/04/01 00:00:00.000, 12980.0,"http://web.transparencia.pe.gov.br/contratos/852/LICON_Contrato_852_2024_002_1364648.pdf"
"AGêNCIA ESTADUAL DE PLANEJAMENTO E PESQUISAS DE PERNAMBUCO","003/2024","1.050 APARELHOS E EQUIPAMENTOS DOMÉSTICOS",,"EM EXECUçãO","171/2023","6983851000188 - ACR COMERCIAL LTDA",2024/02/15 00:00:00.000,2025/02/14 00:00:00.000, 64716.0,"http://web.transparencia.pe.gov.br/contratos/852/LICON_Contrato_852_2024_003_1357026.pdf"
"AGêNCIA ESTADUAL DE PLANEJAMENTO E PESQUISAS DE PERNAMBUCO","004/2024","2.099 SERVIÇO",,"EM EXECUçãO",,"10998292000157 - CENTRO  DE INTEGRAÇÃO EMPRESA ESCOLA DE PERNAMBUCO - CIEE/PE",2024/04/11 00:00:00.000,2025/04/10 00:00:00.000, 198172.8,"http://web.transparencia.pe.gov.br/contratos/852/LICON_Contrato_852_2024_004_1407635.pdf"
"AGêNCIA ESTADUAL DE PLANEJAMENTO E PESQUISAS DE PERNAMBUCO","005/2024","1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES",,"EM EXECUçãO","369/2024","66582784000111 - MAPDATA  TECNOLOGIA, INFORMÁTICA E COMÉRCIO LTDA",2024/04/19 00:00:00.000,2025/04/18 00:00:00.000, 12000.0,"http://web.transparencia.pe.gov.br/contratos/852/LICON_Contrato_852_2024_005_1408550.pdf"
"AGêNCIA ESTADUAL DE TECNOLOGIA DA INFORMAçãO","001/2024","1.026 MATERIAL DE LIMPEZA, CONSERVAÇÃO E HIGIENE",,"EM EXECUçãO",,"20008831000117 - VIVA DISTRIBUIDORA DE PRODUTOS EIRELI ME",2024/03/13 00:00:00.000,2025/03/12 00:00:00.000, 1140.0,"http://web.transparencia.pe.gov.br/contratos/851/LICON_Contrato_851_2024_001_1388805.pdf"
"AGêNCIA ESTADUAL DE TECNOLOGIA DA INFORMAçãO","002/2024","2.066 SERVIÇOS DE TRANSPORTE DE PASSAGEIROS",,"EM EXECUçãO",,"126621000116 - TRANS-SERVI TRANSPORTES E SERVIÇOS LTDA - ME",2024/03/21 00:00:00.000,2025/03/20 00:00:00.000, 22512.0,"http://web.transparencia.pe.gov.br/contratos/851/LICON_Contrato_851_2024_002_1389870.pdf"
"AGêNCIA ESTADUAL DE TECNOLOGIA DA INFORMAçãO","003/2024","2.099 SERVIÇO",,"EM EXECUçãO",,"3698620000134 - GREEN4T SOLUçõES TI LTDA",2024/04/25 00:00:00.000,2025/04/24 00:00:00.000, 1039887.0,"http://web.transparencia.pe.gov.br/contratos/851/LICON_Contrato_851_2024_003_1414591.pdf"
"AGêNCIA ESTADUAL DE TECNOLOGIA DA INFORMAçãO","004/2024","2.077 OUTROS SERVIÇOS DE INFORMÁTICA",,"EM EXECUçãO",,"76535764000143 - OI S.A- EM RECUPERAÇÃO JUDICIAL",2024/05/01 00:00:00.000,2025/04/30 00:00:00.000, 25751327.04,"http://web.transparencia.pe.gov.br/contratos/851/LICON_Contrato_851_2024_004_1422944.pdf"
"AGêNCIA ESTADUAL DE TECNOLOGIA DA INFORMAçãO","005/2024","1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE",,"EM EXECUçãO",,"28712123000174 - MÓDULO SECURITY SOLUTIONS S.A",2024/04/30 00:00:00.000,2025/04/29 00:00:00.000, 198000.0,"http://web.transparencia.pe.gov.br/contratos/851/LICON_Contrato_851_2024_005_1405644.pdf"
"AGêNCIA ESTADUAL DE TECNOLOGIA DA INFORMAçãO","006/2024","2.077 OUTROS SERVIÇOS DE INFORMÁTICA",,"EM EXECUçãO",,"25359140000181 - ARVVO TECNOLOGIA CONSULTORIA E SERVIÇO LTDA",2024/04/30 00:00:00.000,2025/04/29 00:00:00.000, 1317990.0,"http://web.transparencia.pe.gov.br/contratos/851/LICON_Contrato_851_2024_006_1422939.pdf"
"AGêNCIA ESTADUAL DE TECNOLOGIA DA INFORMAçãO","007/2024","2.099 SERVIÇO",,"EM EXECUçãO",,"10921252000107 - COMPANHIA EDITORA DE PERNAMBUCO (CEPE)",2024/06/05 00:00:00.000,2025/06/04 00:00:00.000, 81853.2,"http://web.transparencia.pe.gov.br/contratos/851/LICON_Contrato_851_2024_007_1422953.pdf"
"AGêNCIA ESTADUAL DE TECNOLOGIA DA INFORMAçãO","008/2024","1.203 SUPRIMENTOS DE INFORMÁTICA",,"EM EXECUçãO",,"27745509000110 - SILVEIRA DALMAS LTDA",2024/06/03 00:00:00.000,2024/08/01 00:00:00.000, 87.5,"http://web.transparencia.pe.gov.br/contratos/851/LICON_Contrato_851_2024_008_1422959.pdf"
"AGêNCIA ESTADUAL DE TECNOLOGIA DA INFORMAçãO","009/2024","2.099 SERVIÇO",,"EM EXECUçãO",,"20853759000124 - GAMMA SERVICOS DE CONSTRUCAO LTDA",2024/06/26 00:00:00.000,2025/06/25 00:00:00.000, 53248.4,"http://web.transparencia.pe.gov.br/contratos/851/LICON_Contrato_851_2024_009_1422961.pdf"
"AGêNCIA PERNAMBUCANA DE VIGILâNCIA SANITáRIA","035/2024","2.066 SERVIÇOS DE TRANSPORTE DE PASSAGEIROS",,"EM EXECUçãO",,"126621000116 - TRANS SERVI - TRANSPORTES E SERVIçOS LTDA",2024/05/06 00:00:00.000,2025/05/05 00:00:00.000, 5000.0,"http://web.transparencia.pe.gov.br/contratos/872/LICON_Contrato_872_2024_035_1402110.pdf"
"AGêNCIA PERNAMBUCANA DE VIGILâNCIA SANITáRIA","33/2024","2.062 PASSAGENS E DESPESAS COM LOCOMOÇÃO",,"EM EXECUçãO",,"9480880000115 - BRASLUSO TURISMO LTDA - EPP",2024/05/13 00:00:00.000,2025/05/12 00:00:00.000, 81684.0,"http://web.transparencia.pe.gov.br/contratos/872/LICON_Contrato_872_2024_33_1415568.pdf"
"AGêNCIA PERNAMBUCANA DE VIGILâNCIA SANITáRIA","58/2024","1.200 SERVIÇO DE LOCAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA",,"EM EXECUçãO",,"7432517000107 - SIMPRESS COMERCIO, LOCACAO E SERVICOS S/A",2024/06/07 00:00:00.000,2025/06/06 00:00:00.000, 140205.6,"http://web.transparencia.pe.gov.br/contratos/872/LICON_Contrato_872_2024_58_1415586.pdf"
"AGêNCIA PERNAMBUCANA DE ÁGUAS E CLIMA","001/2024","2.099 SERVIÇO",,"EM EXECUçãO",,"10998292000157 - CENTRO DE INTEGRACAO EMPRESA ESCOLA DE PERNAMBUCO",2024/04/01 00:00:00.000,2025/03/31 00:00:00.000, 179040.0,"http://web.transparencia.pe.gov.br/contratos/1227/LICON_Contrato_1227_2024_001_1394143.pdf"
"AGêNCIA PERNAMBUCANA DE ÁGUAS E CLIMA","002/2024","2.053 SERVIÇOS DE POSTAGEM E ENTREGA DE DOCUMENTOS",,"EM EXECUçãO",,"53833664000106 - ENILDO JOSE DOS SANTOS FILHO",2024/04/01 00:00:00.000,2025/03/31 00:00:00.000, 34560.0,"http://web.transparencia.pe.gov.br/contratos/1227/LICON_Contrato_1227_2024_002_1394512.pdf"
"AGêNCIA PERNAMBUCANA DE ÁGUAS E CLIMA","003/2024","2.099 SERVIÇO",,"EM EXECUçãO",,"5465222000101 - RM TERCEIRIZAÇÃO E GESTÃO DE RECURSOS HUMANOS LTDA",2024/05/02 00:00:00.000,2025/05/01 00:00:00.000, 191272.32,"http://web.transparencia.pe.gov.br/contratos/1227/LICON_Contrato_1227_2024_003_1399900.pdf"
"AGêNCIA PERNAMBUCANA DE ÁGUAS E CLIMA","004/2024","2.099 SERVIÇO",,"EM EXECUçãO",,"5774391000115 - ASSOCIAÇÃO INSTITUTO DE TECNOLOGIA DE PERNAMBUCO ITEP",2024/05/02 00:00:00.000,2025/05/01 00:00:00.000, 39680.0,"http://web.transparencia.pe.gov.br/contratos/1227/LICON_Contrato_1227_2024_004_1400268.pdf"
"AGêNCIA PERNAMBUCANA DE ÁGUAS E CLIMA","007/2024","2.099 SERVIÇO",,"EM EXECUçãO",,"53567914000103 - AURORA BUFFET GESTAO DE EVENTOS LTDA",2024/07/01 00:00:00.000,2025/06/30 00:00:00.000, 92987.0,"http://web.transparencia.pe.gov.br/contratos/1227/LICON_Contrato_1227_2024_007_1421832.pdf"
"AGêNCIA PERNAMBUCANA DE ÁGUAS E CLIMA","008/2024","2.099 SERVIÇO",,"EM EXECUçãO",,"11078681000127 - ARMAZÉM 21 COMÉRCIO E SERVIÇOS EIRELLE ME",2024/07/01 00:00:00.000,2025/06/30 00:00:00.000, 335490.0,"http://web.transparencia.pe.gov.br/contratos/1227/LICON_Contrato_1227_2024_008_1422005.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","001/2024","3.099 OBRAS",,"EM EXECUçãO","67/2022","2760686000144 - POTENZA CONSTRUCOES LTDA",2024/01/03 00:00:00.000,2024/07/03 00:00:00.000, 544668.65,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Termo_Aditivo_782_2024_001_1400333.pdf ; http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_001_1337948.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","002/2024","2.032 LOCAÇÃO DE VEÍCULOS",,"EM EXECUçãO","86/2022","27595780000116 - CS BRASIL FROTAS S.A.",2024/01/11 00:00:00.000,2029/01/11 00:00:00.000, 557862.6,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_002_1345009.pdf ; http://web.transparencia.pe.gov.br/contratos/782/LICON_Termo_Aditivo_782_2024_002_1403442.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","003/2024","2.059 SERVIÇOS TECNICOS ESPECIALIZADOS - CONTABILIDADE/AUDITORIA",,"EM EXECUçãO","3/2024","10715104000136 - PREMIER SERVIÇOS DE CONTABILIDADE LTDA ME",2024/02/09 00:00:00.000,2025/02/09 00:00:00.000, 240000.0,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_003_1353482.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","005/2024","2.099 SERVIÇO",,"EM EXECUçãO",,"19838856000169 - TRIFASE SOLUCOES EM ENERGIA LTDA",2024/03/20 00:00:00.000,2024/05/20 00:00:00.000, 6000.0,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_005_1386596.pdf ; http://web.transparencia.pe.gov.br/contratos/782/LICON_Termo_Aditivo_782_2024_005_1400365.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","007/2024","2.099 SERVIÇO",,"EM EXECUçãO","6/2024","10010312000130 - ASSOCIAÇÃO COMERCIAL E EMPRESARIAL DE CARUARU - ACIC",2024/02/28 00:00:00.000,2024/06/28 00:00:00.000, 150000.0,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_007_1363512.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","008/2024","2.099 SERVIÇO",,"EM EXECUçãO","7/2024","11141363000163 - ASSOCIAçãO MUNICIPALISTA DE PERNAMBUCO",2024/03/08 00:00:00.000,2024/09/08 00:00:00.000, 150000.0,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_008_1371258.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","009/2024","2.099 SERVIÇO",,"EM EXECUçãO","8/2024","4719487000118 - BPE - BERTINI PRODUÇÕES E EVENTOS CULTURAIS E ESPORTIVOS LTDA.-ME.",2024/03/08 00:00:00.000,2024/11/08 00:00:00.000, 100000.0,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_009_1371272.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","010/2024","2.099 SERVIÇO",,"EM EXECUçãO","4/2024","35667583000193 - CâMARA DE DIRIGENTES LOJISTAS SE SANTA CRUZ DO CAPIBARIBE",2024/03/11 00:00:00.000,2024/07/11 00:00:00.000, 30000.0,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_010_1371293.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","011/2024","2.099 SERVIÇO",,"EM EXECUçãO",,"3539154000144 - MULTISET ENGENHARIA LTDA",2024/03/20 00:00:00.000,2024/06/20 00:00:00.000, 147692.3,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_011_1386579.pdf ; http://web.transparencia.pe.gov.br/contratos/782/LICON_Termo_Aditivo_782_2024_011_1408769.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","013/2024","2.099 SERVIÇO",,"EM EXECUçãO","17/2024","10921252000107 - COMPANHIA EDITORA DE PERNAMBUCO (CEPE)",2024/03/27 00:00:00.000,2024/07/27 00:00:00.000, 5687.0,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_013_1390526.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","015/2024","2.099 SERVIÇO",,"EM EXECUçãO","18/2024","28287999000110 - ELIELSON LEANDRO DE LIRA LIMA",2024/04/02 00:00:00.000,2024/08/02 00:00:00.000, 30000.0,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_015_1390547.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","016/2024","3.099 OBRAS",,"EM EXECUçãO",,"23054054000135 - MB ENGENHARIA CONSTRUÇÕES E REPRESENTAÇÕES EIRELI. ME",2024/04/10 00:00:00.000,2024/05/25 00:00:00.000, 62334.6,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_016_1400362.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","018/2024","3.099 OBRAS",,"EM EXECUçãO","20/2024","7581569000137 - E. C. DE LIMA FILHO - ME",2024/04/10 00:00:00.000,2024/08/10 00:00:00.000, 520100.0,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_018_1400363.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","019/2024","2.066 SERVIÇOS DE TRANSPORTE DE PASSAGEIROS",,"EM EXECUçãO",,"126621000116 - TRANS SERVI - TRANSPORTES E SERVIçOS LTDA",2024/04/18 00:00:00.000,2025/04/18 00:00:00.000, 28140.0,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_019_1400331.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","020/2024","2.022 SERVIÇOS MÉDICOS",,"EM EXECUçãO","5/2024","13097538000108 - MAIS VIDA SERVIÇOS DE SAUDE LTDA",2024/04/22 00:00:00.000,2024/09/22 00:00:00.000, 108999.8,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_020_1400332.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","021/2024","2.099 SERVIÇO",,"EM EXECUçãO","24/2024","7802544000116 - ASSOCIACAO DOS PRODUTORES DE LEITE DE SAO BENTO DO UNA",2024/04/17 00:00:00.000,2024/08/17 00:00:00.000, 30000.0,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_021_1400329.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","022/2024","2.099 SERVIÇO",,"EM EXECUçãO","9/2024","34046411000130 - TS TECNOLOGIA & SOLUÇÕES LTDA",2024/04/25 00:00:00.000,2024/12/25 00:00:00.000, 564163.92,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_022_1406545.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","023/2024","2.051 SERVIÇOS DE ORGANIZAÇÃO DE EVENTOS E FESTIVIDADES",,"EM EXECUçãO","12/2024","40873234000168 - ZERO UM INFORMÁTICA ENGENHARIA E  REPRESENTAÇÕES LTDA",2024/04/25 00:00:00.000,2024/09/25 00:00:00.000, 94010.05,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_023_1400336.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","024/2024","2.099 SERVIÇO",,"EM EXECUçãO","26/2024","35327857000103 - ASSOCIAÇÃO BRASILEIRA DE BARES E RESTAURANTES - ABRASEL",2024/04/23 00:00:00.000,2025/04/23 00:00:00.000, 20000.0,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_024_1400335.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","025/2024","2.099 SERVIÇO",,"EM EXECUçãO","28/2024","7009522000101 - ASSOCIACAO COMERCIAL E INDUSTRIAL DE TORITAMA - ACIT",2024/04/30 00:00:00.000,2024/08/30 00:00:00.000, 80000.0,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_025_1400364.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","026/2024","2.099 SERVIÇO",,"EM EXECUçãO","27/2024","40612555000109 - INSTITUTO NEGRALINDA",2024/05/03 00:00:00.000,2025/03/03 00:00:00.000, 30000.0,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_026_1401056.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","028/2024","2.052 SERVIÇOS DE HOSPEDAGENS",,"EM EXECUçãO","13/2024","9480880000115 - BRASLUSO TURISMO LTDA - EPP",2024/05/03 00:00:00.000,2024/10/03 00:00:00.000, 332756.0,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_028_1401102.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","029/2024","3.059 LINHA DE TRANSMISSÃO DE ENERGIA ELÉTRICA",,"EM EXECUçãO","14/2024","7581569000137 - E. C. DE LIMA FILHO - ME",2024/05/06 00:00:00.000,2024/10/06 00:00:00.000, 139999.44,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_029_1403308.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","030/2024","2.005 LOCAÇÃO DE EQUIPAMENTOS E VEÍCULOS PESADOS",,"EM EXECUçãO","15/2024","24143877000108 - SANTOS TURISMO SANTUR",2024/05/08 00:00:00.000,2024/10/08 00:00:00.000, 380120.0,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_030_1403350.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","032/2024","2.099 SERVIÇO",,"EM EXECUçãO","30/2024","72165707000169 - BORSOI ARQUITETURA LTDA",2024/05/08 00:00:00.000,2024/10/08 00:00:00.000, 62608.0,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_032_1406574.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","033/2024","2.099 SERVIÇO",,"EM EXECUçãO","32/2024","10091551000161 - MUNICIPIO DE RIACHO DAS ALMAS",2024/05/08 00:00:00.000,2024/09/08 00:00:00.000, 40000.0,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_033_1406559.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","034/2024","2.099 SERVIÇO",,"EM EXECUçãO","34/2024","35667377000183 - MUNICIPIO DE DORMENTES - PE",2024/05/08 00:00:00.000,2024/09/08 00:00:00.000, 50000.0,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_034_1406565.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","035/2024","2.051 SERVIÇOS DE ORGANIZAÇÃO DE EVENTOS E FESTIVIDADES",,"EM EXECUçãO","11/2024","8102909000162 - LUMINARIO PRODUÇÕES LTDA ME",2024/05/14 00:00:00.000,2024/10/14 00:00:00.000, 198999.96,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_035_1406627.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","036/2024","2.014 SERVIÇOS DE LIMPEZA E CONSERVAÇÃO",,"EM EXECUçãO","21/2024","21179250000100 - SHALON SERVIÇOS DE CONSERVAÇÃO LTDA",2024/05/10 00:00:00.000,2024/10/10 00:00:00.000, 223748.36,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_036_1406592.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","037/2024","2.099 SERVIÇO",,"EM EXECUçãO","33/2024","8574874000164 - CAMARA DOS DIRIGENTES LOJISTAS DE ORICURI/PE",2024/05/16 00:00:00.000,2024/09/16 00:00:00.000, 80000.0,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_037_1406635.pdf"
"AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A","038/2024","2.099 SERVIÇO",,"EM EXECUçãO","36/2024","51907660000191 - ASSOCIAçãO PERNAMBUCANA DE DIREITO ADUANEIRO E FOMENTO AO COMERCIO EXTERIOR - APDAEX",2024/05/14 00:00:00.000,2024/10/14 00:00:00.000, 20000.0,"http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2024_038_1406604.pdf"
"AGêNCIA DE FOMENTO DO ESTADO DE PERNAMBUCO S/A","002/2024","2.004 LOCAÇÃO DE MÃO-DE-OBRA",,"EM EXECUçãO",,"2633574000122 - PERNAMBUCO CONSERVADORA EIRELI",2024/02/01 00:00:00.000,2025/01/31 00:00:00.000, 166532.88,"http://web.transparencia.pe.gov.br/contratos/1347/LICON_Contrato_1347_2024_002_1405427.pdf"
